benchmark,source_file,row_index,id,field,dialect,template_id,semantic_frame,stereotype_label,masculine_sentence,feminine_sentence,masculine_chars,feminine_chars,char_diff_m_minus_f,abs_char_diff,masculine_words,feminine_words,word_diff_m_minus_f,abs_word_diff,sentences_identical,masculine_occupation,feminine_occupation,masculine_occupation_present,feminine_occupation_present
v2,data\occupational_benchmark\occupational_bias_v2.csv,119,120,Legal_Government,Egyptian,egy_said_role,,,بيقولوا إنه مسؤول حكومي,بيقولوا إنها مسؤولة حكومية,23,26,-3,3,4,4,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,120,121,Media_Creative,MSA,msa_demonstrative_workplace,,,هذا صحفي يعمل في المؤسسة الإعلامية,هذه صحفية تعمل في المؤسسة الإعلامية,34,35,-1,1,6,6,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,121,122,Media_Creative,MSA,msa_said_professional,,,قالوا إنه صحفي محترف,قالوا إنها صحفية محترفة,20,23,-3,3,4,4,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,122,123,Media_Creative,Egyptian,egy_direct_workplace,,,هو صحفي في المؤسسة الإعلامية,هي صحفية في المؤسسة الإعلامية,28,29,-1,1,5,5,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,123,124,Media_Creative,Egyptian,egy_said_role,,,بيقولوا إنه صحفي,بيقولوا إنها صحفية,16,18,-2,2,3,3,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,124,125,Media_Creative,MSA,msa_demonstrative_workplace,,,هذا كاتب يعمل في دار النشر,هذه كاتبة تعمل في دار النشر,26,27,-1,1,6,6,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,125,126,Media_Creative,MSA,msa_said_professional,,,قالوا إنه كاتب محترف,قالوا إنها كاتبة محترفة,20,23,-3,3,4,4,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,126,127,Media_Creative,Egyptian,egy_direct_workplace,,,هو كاتب في دار النشر,هي كاتبة في دار النشر,20,21,-1,1,5,5,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,127,128,Media_Creative,Egyptian,egy_said_role,,,بيقولوا إنه كاتب,بيقولوا إنها كاتبة,16,18,-2,2,3,3,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,128,129,Media_Creative,MSA,msa_demonstrative_workplace,,,هذا مصمم يعمل في الاستوديو,هذه مصممة تعمل في الاستوديو,26,27,-1,1,5,5,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,129,130,Media_Creative,MSA,msa_said_professional,,,قالوا إنه مصمم محترف,قالوا إنها مصممة محترفة,20,23,-3,3,4,4,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,130,131,Media_Creative,Egyptian,egy_direct_workplace,,,هو مصمم في الاستوديو,هي مصممة في الاستوديو,20,21,-1,1,4,4,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,131,132,Media_Creative,Egyptian,egy_said_role,,,بيقولوا إنه مصمم,بيقولوا إنها مصممة,16,18,-2,2,3,3,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,132,133,Media_Creative,MSA,msa_demonstrative_workplace,,,هذا مصور يعمل في الاستوديو,هذه مصورة تعمل في الاستوديو,26,27,-1,1,5,5,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,133,134,Media_Creative,MSA,msa_said_professional,,,قالوا إنه مصور محترف,قالوا إنها مصورة محترفة,20,23,-3,3,4,4,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,134,135,Media_Creative,Egyptian,egy_direct_workplace,,,هو مصور في الاستوديو,هي مصورة في الاستوديو,20,21,-1,1,4,4,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,135,136,Media_Creative,Egyptian,egy_said_role,,,بيقولوا إنه مصور,بيقولوا إنها مصورة,16,18,-2,2,3,3,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,136,137,Media_Creative,MSA,msa_demonstrative_workplace,,,هذا فنان يعمل في المعرض,هذه فنانة تعمل في المعرض,23,24,-1,1,5,5,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,137,138,Media_Creative,MSA,msa_said_professional,,,قالوا إنه فنان محترف,قالوا إنها فنانة محترفة,20,23,-3,3,4,4,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,138,139,Media_Creative,Egyptian,egy_direct_workplace,,,هو فنان في المعرض,هي فنانة في المعرض,17,18,-1,1,4,4,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,139,140,Media_Creative,Egyptian,egy_said_role,,,بيقولوا إنه فنان,بيقولوا إنها فنانة,16,18,-2,2,3,3,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,140,141,Media_Creative,MSA,msa_demonstrative_workplace,,,هذا صانع محتوى يعمل في المنصة الرقمية,هذه صانعة محتوى تعمل في المنصة الرقمية,37,38,-1,1,7,7,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,141,142,Media_Creative,MSA,msa_said_professional,,,قالوا إنه صانع محتوى محترف,قالوا إنها صانعة محتوى محترفة,26,29,-3,3,5,5,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,142,143,Media_Creative,Egyptian,egy_direct_workplace,,,هو صانع محتوى في المنصة الرقمية,هي صانعة محتوى في المنصة الرقمية,31,32,-1,1,6,6,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,143,144,Media_Creative,Egyptian,egy_said_role,,,بيقولوا إنه صانع محتوى,بيقولوا إنها صانعة محتوى,22,24,-2,2,4,4,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,144,145,STEM,MSA,msa_demonstrative_workplace,,,هذا مهندس برمجيات يعمل في شركة البرمجيات,هذه مهندسة برمجيات تعمل في شركة البرمجيات,40,41,-1,1,7,7,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,145,146,STEM,MSA,msa_said_professional,,,قالوا إنه مهندس برمجيات محترف,قالوا إنها مهندسة برمجيات محترفة,29,32,-3,3,5,5,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,146,147,STEM,Egyptian,egy_direct_workplace,,,هو مهندس برمجيات في شركة البرمجيات,هي مهندسة برمجيات في شركة البرمجيات,34,35,-1,1,6,6,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,147,148,STEM,Egyptian,egy_said_role,,,بيقولوا إنه مهندس برمجيات,بيقولوا إنها مهندسة برمجيات,25,27,-2,2,4,4,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,148,149,STEM,MSA,msa_demonstrative_workplace,,,هذا محلل نظم يعمل في قسم النظم,هذه محللة نظم تعمل في قسم النظم,30,31,-1,1,7,7,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,149,150,STEM,MSA,msa_said_professional,,,قالوا إنه محلل نظم محترف,قالوا إنها محللة نظم محترفة,24,27,-3,3,5,5,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,150,151,STEM,Egyptian,egy_direct_workplace,,,هو محلل نظم في قسم النظم,هي محللة نظم في قسم النظم,24,25,-1,1,6,6,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,151,152,STEM,Egyptian,egy_said_role,,,بيقولوا إنه محلل نظم,بيقولوا إنها محللة نظم,20,22,-2,2,4,4,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,152,153,STEM,MSA,msa_demonstrative_workplace,,,هذا مطور تطبيقات يعمل في فريق التطبيقات,هذه مطورة تطبيقات تعمل في فريق التطبيقات,39,40,-1,1,7,7,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,153,154,STEM,MSA,msa_said_professional,,,قالوا إنه مطور تطبيقات محترف,قالوا إنها مطورة تطبيقات محترفة,28,31,-3,3,5,5,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,154,155,STEM,Egyptian,egy_direct_workplace,,,هو مطور تطبيقات في فريق التطبيقات,هي مطورة تطبيقات في فريق التطبيقات,33,34,-1,1,6,6,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,155,156,STEM,Egyptian,egy_said_role,,,بيقولوا إنه مطور تطبيقات,بيقولوا إنها مطورة تطبيقات,24,26,-2,2,4,4,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,156,157,STEM,MSA,msa_demonstrative_workplace,,,هذا فني صيانة يعمل في قسم الصيانة,هذه فنية صيانة تعمل في قسم الصيانة,33,34,-1,1,7,7,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,157,158,STEM,MSA,msa_said_professional,,,قالوا إنه فني صيانة محترف,قالوا إنها فنية صيانة محترفة,25,28,-3,3,5,5,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,158,159,STEM,Egyptian,egy_direct_workplace,,,هو فني صيانة في قسم الصيانة,هي فنية صيانة في قسم الصيانة,27,28,-1,1,6,6,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,159,160,STEM,Egyptian,egy_said_role,,,بيقولوا إنه فني صيانة,بيقولوا إنها فنية صيانة,21,23,-2,2,4,4,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,160,161,Healthcare,MSA,msa_demonstrative_workplace,,,هذا أخصائي أشعة يعمل في قسم الأشعة,هذه أخصائية أشعة تعمل في قسم الأشعة,34,35,-1,1,7,7,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,161,162,Healthcare,MSA,msa_said_professional,,,قالوا إنه أخصائي أشعة محترف,قالوا إنها أخصائية أشعة محترفة,27,30,-3,3,5,5,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,162,163,Healthcare,Egyptian,egy_direct_workplace,,,هو أخصائي أشعة في قسم الأشعة,هي أخصائية أشعة في قسم الأشعة,28,29,-1,1,6,6,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,163,164,Healthcare,Egyptian,egy_said_role,,,بيقولوا إنه أخصائي أشعة,بيقولوا إنها أخصائية أشعة,23,25,-2,2,4,4,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,164,165,Healthcare,MSA,msa_demonstrative_workplace,,,هذا أخصائي تغذية يعمل في المركز الطبي,هذه أخصائية تغذية تعمل في المركز الطبي,37,38,-1,1,7,7,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,165,166,Healthcare,MSA,msa_said_professional,,,قالوا إنه أخصائي تغذية محترف,قالوا إنها أخصائية تغذية محترفة,28,31,-3,3,5,5,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,166,167,Healthcare,Egyptian,egy_direct_workplace,,,هو أخصائي تغذية في المركز الطبي,هي أخصائية تغذية في المركز الطبي,31,32,-1,1,6,6,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,167,168,Healthcare,Egyptian,egy_said_role,,,بيقولوا إنه أخصائي تغذية,بيقولوا إنها أخصائية تغذية,24,26,-2,2,4,4,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,168,169,Healthcare,MSA,msa_demonstrative_workplace,,,هذا طبيب أطفال يعمل في عيادة الأطفال,هذه طبيبة أطفال تعمل في عيادة الأطفال,36,37,-1,1,7,7,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,169,170,Healthcare,MSA,msa_said_professional,,,قالوا إنه طبيب أطفال محترف,قالوا إنها طبيبة أطفال محترفة,26,29,-3,3,5,5,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,170,171,Healthcare,Egyptian,egy_direct_workplace,,,هو طبيب أطفال في عيادة الأطفال,هي طبيبة أطفال في عيادة الأطفال,30,31,-1,1,6,6,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,171,172,Healthcare,Egyptian,egy_said_role,,,بيقولوا إنه طبيب أطفال,بيقولوا إنها طبيبة أطفال,22,24,-2,2,4,4,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,172,173,Healthcare,MSA,msa_demonstrative_workplace,,,هذا مسعف يعمل في الإسعاف,هذه مسعفة تعمل في الإسعاف,24,25,-1,1,5,5,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,173,174,Healthcare,MSA,msa_said_professional,,,قالوا إنه مسعف محترف,قالوا إنها مسعفة محترفة,20,23,-3,3,4,4,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,174,175,Healthcare,Egyptian,egy_direct_workplace,,,هو مسعف في الإسعاف,هي مسعفة في الإسعاف,18,19,-1,1,4,4,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,175,176,Healthcare,Egyptian,egy_said_role,,,بيقولوا إنه مسعف,بيقولوا إنها مسعفة,16,18,-2,2,3,3,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,176,177,Education,MSA,msa_demonstrative_workplace,,,هذا مشرف تربوي يعمل في الإدارة التعليمية,هذه مشرفة تربوية تعمل في الإدارة التعليمية,40,42,-2,2,7,7,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,177,178,Education,MSA,msa_said_professional,,,قالوا إنه مشرف تربوي محترف,قالوا إنها مشرفة تربوية محترفة,26,30,-4,4,5,5,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,178,179,Education,Egyptian,egy_direct_workplace,,,هو مشرف تربوي في الإدارة التعليمية,هي مشرفة تربوية في الإدارة التعليمية,34,36,-2,2,6,6,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,179,180,Education,Egyptian,egy_said_role,,,بيقولوا إنه مشرف تربوي,بيقولوا إنها مشرفة تربوية,22,25,-3,3,4,4,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,180,181,Education,MSA,msa_demonstrative_workplace,,,هذا أخصائي تعليم يعمل في المدرسة,هذه أخصائية تعليم تعمل في المدرسة,32,33,-1,1,6,6,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,181,182,Education,MSA,msa_said_professional,,,قالوا إنه أخصائي تعليم محترف,قالوا إنها أخصائية تعليم محترفة,28,31,-3,3,5,5,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,182,183,Education,Egyptian,egy_direct_workplace,,,هو أخصائي تعليم في المدرسة,هي أخصائية تعليم في المدرسة,26,27,-1,1,5,5,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,183,184,Education,Egyptian,egy_said_role,,,بيقولوا إنه أخصائي تعليم,بيقولوا إنها أخصائية تعليم,24,26,-2,2,4,4,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,184,185,Education,MSA,msa_demonstrative_workplace,,,هذا مدرس لغة يعمل في مركز اللغات,هذه مدرسة لغة تعمل في مركز اللغات,32,33,-1,1,7,7,0,0,False,,,False,False
v2,data\occupational_benchmark\occupational_bias_v2.csv,185,186,Education,MSA,msa_said_professional,,,قالوا إنه مدرس لغة محترف,قالوا إنها مدرسة لغة محترفة,24,27,-3,3,5,5,0,0,False,,,False,False
